"Kod";"Nazwa";"ogółem;ogółem;2024;[osoba]";
2608013;"Działoszyce (3)";4510;
2608014;"Działoszyce - miasto (4)";820;
2608015;"Działoszyce - obszar wiejski (5)";3690;
2608022;"Kije (2)";4290;
2608032;"Michałów (2)";4329;
2608043;"Pińczów (3)";18972;
2608044;"Pińczów - miasto (4)";9542;
2608045;"Pińczów - obszar wiejski (5)";9430;
2608052;"Złota (2)";4182;
2609000;"Powiat sandomierski";70999;
2609011;"Sandomierz (1)";20984;
2609022;"Dwikozy (2)";8070;
2609033;"Klimontów (3)";7361;
2609034;"Klimontów - miasto (4)";1726;
2609035;"Klimontów - obszar wiejski (5)";5635;
2609043;"Koprzywnica (3)";6162;
2609044;"Koprzywnica - miasto (4)";2350;
2609045;"Koprzywnica - obszar wiejski (5)";3812;
2609052;"Łoniów (2)";7067;
2609062;"Obrazów (2)";6014;
2609072;"Samborzec (2)";7986;
2609082;"Wilczyce (2)";3394;
2609093;"Zawichost (3)";3961;
2609094;"Zawichost - miasto (4)";1582;
2609095;"Zawichost - obszar wiejski (5)";2379;
2610000;"Powiat skarżyski";67152;
2610011;"Skarżysko-Kamienna (1)";40650;
2610022;"Bliżyn (2)";7374;
2610032;"Łączna (2)";4705;
2610042;"Skarżysko Kościelne (2)";5410;
2610053;"Suchedniów (3)";9013;
2610054;"Suchedniów - miasto (4)";7346;
2610055;"Suchedniów - obszar wiejski (5)";1667;
2611000;"Powiat starachowicki";82681;
2611011;"Starachowice (1)";43773;
2611022;"Brody (2)";10013;
2611032;"Mirzec (2)";7908;
2611042;"Pawłów (2)";14769;
2611053;"Wąchock (3)";6218;
2611054;"Wąchock - miasto (4)";2413;
2611055;"Wąchock - obszar wiejski (5)";3805;
2612000;"Powiat staszowski";67817;
2612013;"Bogoria (3)";7364;
2612014;"Bogoria - miasto (4)";1091;
2612015;"Bogoria - obszar wiejski (5)";6273;
2612022;"Łubnice (2)";3891;
2612033;"Oleśnica (3)";3731;
2612034;"Oleśnica - miasto (4)";1706;
2612035;"Oleśnica - obszar wiejski (5)";2025;
2612043;"Osiek (3)";7300;
2612044;"Osiek - miasto (4)";1955;
2612045;"Osiek - obszar wiejski (5)";5345;
2612053;"Połaniec (3)";10883;
2612054;"Połaniec - miasto (4)";7343;
2612055;"Połaniec - obszar wiejski (5)";3540;
2612062;"Rytwiany (2)";6219;
2612073;"Staszów (3)";24105;
2612074;"Staszów - miasto (4)";13362;
2612075;"Staszów - obszar wiejski (5)";10743;
2612083;"Szydłów (3)";4324;
2612084;"Szydłów - miasto (4)";951;
2612085;"Szydłów - obszar wiejski (5)";3373;
2613000;"Powiat włoszczowski";42530;
2613012;"Kluczewsko (2)";4871;
2613022;"Krasocin (2)";10010;
2613032;"Moskorzew (2)";2504;
2613042;"Radków (2)";2255;
2613052;"Secemin (2)";4497;
2613063;"Włoszczowa (3)";18393;
2613064;"Włoszczowa - miasto (4)";9414;
2613065;"Włoszczowa - obszar wiejski (5)";8979;
2661000;"Powiat m. Kielce";180537;
2661011;"Kielce (1)";180537;
2800000;"WARMIŃSKO-MAZURSKIE";1349172;
2801000;"Powiat bartoszycki";52001;
2801011;"Bartoszyce (1)";21055;
2801021;"Górowo Iławeckie (1)";3578;
2801032;"Bartoszyce (2)";10126;
2801043;"Bisztynek (3)";5578;
2801044;"Bisztynek - miasto (4)";2114;
2801045;"Bisztynek - obszar wiejski (5)";3464;
2801052;"Górowo Iławeckie (2)";6057;
2801063;"Sępopol (3)";5607;
2801064;"Sępopol - miasto (4)";1860;
2801065;"Sępopol - obszar wiejski (5)";3747;
2802000;"Powiat braniewski";36812;
2802011;"Braniewo (1)";15827;
2802022;"Braniewo (2)";5364;
2802033;"Frombork (3)";3005;
2802034;"Frombork - miasto (4)";1976;
2802035;"Frombork - obszar wiejski (5)";1029;
2802042;"Lelkowo (2)";2348;
2802053;"Pieniężno (3)";5428;
2802054;"Pieniężno - miasto (4)";2368;
2802055;"Pieniężno - obszar wiejski (5)";3060;
2802062;"Płoskinia (2)";2324;
2802072;"Wilczęta (2)";2516;
2803000;"Powiat działdowski";61003;
2803011;"Działdowo (1)";19949;
2803022;"Działdowo (2)";9601;
2803032;"Iłowo-Osada (2)";6654;
2803043;"Lidzbark (3)";13066;
2803044;"Lidzbark - miasto (4)";7122;
2803045;"Lidzbark - obszar wiejski (5)";5944;
2803052;"Płośnica (2)";5051;
2803062;"Rybno (2)";6682;
2804000;"Powiat elbląski";53765;
2804012;"Elbląg (2)";7648;
2804022;"Godkowo (2)";2703;
2804032;"Gronowo Elbląskie (2)";4727;
2804042;"Markusy (2)";3842;
2804052;"Milejewo (2)";3251;
2804063;"Młynary (3)";4093;
2804064;"Młynary - miasto (4)";1637;
2804065;"Młynary - obszar wiejski (5)";2456;
2804073;"Pasłęk (3)";18119;
2804074;"Pasłęk - miasto (4)";11630;
2804075;"Pasłęk - obszar wiejski (5)";6489;
2804082;"Rychliki (2)";3446;
2804093;"Tolkmicko (3)";5936;
2804094;"Tolkmicko - miasto (4)";2379;
2804095;"Tolkmicko - obszar wiejski (5)";3557;
2805000;"Powiat ełcki";87992;
2805011;"Ełk (1)";59250;
2805022;"Ełk (2)";12708;
2805032;"Kalinowo (2)";6107;
2805042;"Prostki (2)";6632;
2805052;"Stare Juchy (2)";3295;
2806000;"Powiat giżycki";53165;
2806011;"Giżycko (1)";26832;
2806042;"Giżycko (2)";9020;
2806052;"Kruklanki (2)";2889;
2806062;"Miłki (2)";3392;
2806083;"Ryn (3)";5282;
2806084;"Ryn - miasto (4)";2643;
2806085;"Ryn - obszar wiejski (5)";2639;
2806102;"Wydminy (2)";5750;
2807000;"Powiat iławski";89540;
2807011;"Iława (1)";32013;
2807021;"Lubawa (1)";10670;
2807032;"Iława (2)";13278;
2807043;"Kisielice (3)";5469;
2807044;"Kisielice - miasto (4)";1983;
2807045;"Kisielice - obszar wiejski (5)";3486;
2807052;"Lubawa (2)";10361;
2807063;"Susz (3)";11682;
2807064;"Susz - miasto (4)";5222;
2807065;"Susz - obszar wiejski (5)";6460;
2807073;"Zalewo (3)";6067;
2807074;"Zalewo - miasto (4)";1986;
2807075;"Zalewo - obszar wiejski (5)";4081;
2808000;"Powiat kętrzyński";56262;
2808011;"Kętrzyn (1)";24795;
2808022;"Barciany (2)";5505;
2808032;"Kętrzyn (2)";7548;
2808043;"Korsze (3)";8544;
2808044;"Korsze - miasto (4)";3871;
2808045;"Korsze - obszar wiejski (5)";4673;
2808053;"Reszel (3)";6526;
2808054;"Reszel - miasto (4)";3962;
2808055;"Reszel - obszar wiejski (5)";2564;
2808062;"Srokowo (2)";3344;
2809000;"Powiat lidzbarski";37756;
2809011;"Lidzbark Warmiński (1)";14266;
2809022;"Kiwity (2)";3009;
2809032;"Lidzbark Warmiński (2)";6438;
2809042;"Lubomino (2)";3278;
2809053;"Orneta (3)";10765;
2809054;"Orneta - miasto (4)";7867;
2809055;"Orneta - obszar wiejski (5)";2898;
2810000;"Powiat mrągowski";47074;
2810011;"Mrągowo (1)";20304;
2810023;"Mikołajki (3)";7257;
2810024;"Mikołajki - miasto (4)";3298;
2810025;"Mikołajki - obszar wiejski (5)";3959;
2810032;"Mrągowo (2)";8062;
2810042;"Piecki (2)";7082;
2810052;"Sorkwity (2)";4369;
2811000;"Powiat nidzicki";30207;
2811012;"Janowiec Kościelny (2)";2892;
2811022;"Janowo (2)";2478;
2811032;"Kozłowo (2)";5253;
2811043;"Nidzica (3)";19584;
2811044;"Nidzica - miasto (4)";12449;
2811045;"Nidzica - obszar wiejski (5)";7135;
2812000;"Powiat nowomiejski";41726;
2812011;"Nowe Miasto Lubawskie (1)";10004;
2812022;"Biskupiec (2)";8528;
2812032;"Grodziczno (2)";5786;
2812042;"Kurzętnik (2)";8965;
2812052;"Bratian (2)";8443;
2813000;"Powiat olecki";31717;
2813032;"Kowale Oleckie (2)";4465;
2813043;"Olecko (3)";20834;
2813044;"Olecko - miasto (4)";15580;
2813045;"Olecko - obszar wiejski (5)";5254;
2813052;"Świętajno (2)";3277;
2813062;"Wieliczki (2)";3141;
2814000;"Powiat olsztyński";130560;
2814013;"Barczewo (3)";18329;
2814014;"Barczewo - miasto (4)";7292;
2814015;"Barczewo - obszar wiejski (5)";11037;
2814023;"Biskupiec (3)";17629;
2814024;"Biskupiec - miasto (4)";9865;
2814025;"Biskupiec - obszar wiejski (5)";7764;
2814033;"Dobre Miasto (3)";14955;
2814034;"Dobre Miasto - miasto (4)";9199;
2814035;"Dobre Miasto - obszar wiejski (5)";5756;
2814042;"Dywity (2)";13952;
2814052;"Gietrzwałd (2)";7020;
2814063;"Jeziorany (3)";6862;
2814064;"Jeziorany - miasto (4)";2894;
2814065;"Jeziorany - obszar wiejski (5)";3968;
2814072;"Jonkowo (2)";7920;
2814082;"Kolno (2)";2700;
2814093;"Olsztynek (3)";13083;
2814094;"Olsztynek - miasto (4)";7177;
2814095;"Olsztynek - obszar wiejski (5)";5906;
2814102;"Purda (2)";9026;
2814112;"Stawiguda (2)";15405;
2814122;"Świątki (2)";3679;
2815000;"Powiat ostródzki";98242;
2815011;"Ostróda (1)";31028;
2815022;"Dąbrówno (2)";3828;
2815032;"Grunwald (2)";4990;
2815042;"Łukta (2)";4333;
2815052;"Małdyty (2)";5696;
2815063;"Miłakowo (3)";4885;
2815064;"Miłakowo - miasto (4)";2388;
2815065;"Miłakowo - obszar wiejski (5)";2497;
2815073;"Miłomłyn (3)";4744;
2815074;"Miłomłyn - miasto (4)";2428;
2815075;"Miłomłyn - obszar wiejski (5)";2316;
2815083;"Morąg (3)";22785;
2815084;"Morąg - miasto (4)";12534;
2815085;"Morąg - obszar wiejski (5)";10251;
2815092;"Ostróda (2)";15953;
2816000;"Powiat piski";51550;
2816013;"Biała Piska (3)";10306;
2816014;"Biała Piska - miasto (4)";3653;
2816015;"Biała Piska - obszar wiejski (5)";6653;
2816023;"Orzysz (3)";8298;
2816024;"Orzysz - miasto (4)";5200;
2816025;"Orzysz - obszar wiejski (5)";3098;
2816033;"Pisz (3)";25747;
2816034;"Pisz - miasto (4)";17400;
2816035;"Pisz - obszar wiejski (5)";8347;
2816043;"Ruciane-Nida (3)";7199;
2816044;"Ruciane-Nida - miasto (4)";4001;
2816045;"Ruciane-Nida - obszar wiejski (5)";3198;
2817000;"Powiat szczycieński";66133;
2817011;"Szczytno (1)";21585;
2817022;"Dźwierzuty (2)";5773;
2817032;"Jedwabno (2)";3429;
2817043;"Pasym (3)";5025;
2817044;"Pasym - miasto (4)";2383;
2817045;"Pasym - obszar wiejski (5)";2642;
2817052;"Rozogi (2)";5159;
2817062;"Szczytno (2)";13691;
2817072;"Świętajno (2)";5274;
2817083;"Wielbark (3)";6197;
2817084;"Wielbark - miasto (4)";2958;
2817085;"Wielbark - obszar wiejski (5)";3239;
2818000;"Powiat gołdapski";24612;
2818012;"Banie Mazurskie (2)";3141;
2818022;"Dubeninki (2)";2562;
2818033;"Gołdap (3)";18909;
2818034;"Gołdap - miasto (4)";13057;
2818035;"Gołdap - obszar wiejski (5)";5852;
2819000;"Powiat węgorzewski";20611;
2819012;"Budry (2)";2498;
2819022;"Pozezdrze (2)";2953;
2819033;"Węgorzewo (3)";15160;
2819034;"Węgorzewo - miasto (4)";10490;
2819035;"Węgorzewo - obszar wiejski (5)";4670;
2861000;"Powiat m. Elbląg";112052;
2861011;"Elbląg (1)";112052;
2862000;"Powiat m. Olsztyn";166392;
2862011;"Olsztyn (1)";166392;
3000000;"WIELKOPOLSKIE";3479986;
3001000;"Powiat chodzieski";44876;
3001011;"Chodzież (1)";17043;
3001023;"Budzyń (3)";8300;
3001024;"Budzyń - miasto (4)";4666;
3001025;"Budzyń - obszar wiejski (5)";3634;
3001032;"Chodzież (2)";6173;
3001043;"Margonin (3)";6236;
3001044;"Margonin - miasto (4)";2940;
3001045;"Margonin - obszar wiejski (5)";3296;
3001053;"Szamocin (3)";7124;
3001054;"Szamocin - miasto (4)";3887;
3001055;"Szamocin - obszar wiejski (5)";3237;
3002000;"Powiat czarnkowsko-trzcianecki";82852;
3002011;"Czarnków (1)";9771;
3002022;"Czarnków (2)";11138;
3002032;"Drawsko (2)";5540;
3002043;"Krzyż Wielkopolski (3)";8132;
3002044;"Krzyż Wielkopolski - miasto (4)";5823;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2309;
3002052;"Lubasz (2)";7519;
3002062;"Połajewo (2)";5938;
3002073;"Trzcianka (3)";23291;
3002074;"Trzcianka - miasto (4)";16317;
3002075;"Trzcianka - obszar wiejski (5)";6974;
3002083;"Wieleń (3)";11523;
3002084;"Wieleń - miasto (4)";5554;
3002085;"Wieleń - obszar wiejski (5)";5969;
3003000;"Powiat gnieźnieński";140653;
3003011;"Gniezno (1)";62820;
3003023;"Czerniejewo (3)";7239;
3003024;"Czerniejewo - miasto (4)";2555;
3003025;"Czerniejewo - obszar wiejski (5)";4684;
3003032;"Gniezno (2)";14913;
3003042;"Kiszkowo (2)";5100;
3003053;"Kłecko (3)";7074;
3003054;"Kłecko - miasto (4)";2495;
3003055;"Kłecko - obszar wiejski (5)";4579;
3003062;"Łubowo (2)";7412;
3003072;"Mieleszyn (2)";3607;
3003082;"Niechanowo (2)";5900;
3003093;"Trzemeszno (3)";13633;
3003094;"Trzemeszno - miasto (4)";7195;
3003095;"Trzemeszno - obszar wiejski (5)";6438;
3003103;"Witkowo (3)";12955;
3003104;"Witkowo - miasto (4)";7347;
3003105;"Witkowo - obszar wiejski (5)";5608;
3004000;"Powiat gostyński";72977;
3004013;"Borek Wielkopolski (3)";6971;
3004014;"Borek Wielkopolski - miasto (4)";2417;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4554;
3004023;"Gostyń (3)";27607;
3004024;"Gostyń - miasto (4)";19650;
3004025;"Gostyń - obszar wiejski (5)";7957;
3004033;"Krobia (3)";12523;
3004034;"Krobia - miasto (4)";4528;
3004035;"Krobia - obszar wiejski (5)";7995;
3004042;"Pępowo (2)";5666;
3004052;"Piaski (2)";8135;
3004063;"Pogorzela (3)";4657;
3004064;"Pogorzela - miasto (4)";2037;
3004065;"Pogorzela - obszar wiejski (5)";2620;
3004073;"Poniec (3)";7418;
3004074;"Poniec - miasto (4)";2905;
3004075;"Poniec - obszar wiejski (5)";4513;
3005000;"Powiat grodziski";51541;
3005012;"Granowo (2)";5043;
3005023;"Grodzisk Wielkopolski (3)";20382;
3005024;"Grodzisk Wielkopolski - miasto (4)";15115;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5267;
3005032;"Kamieniec (2)";6192;
3005043;"Rakoniewice (3)";13254;
3005044;"Rakoniewice - miasto (4)";3618;
3005045;"Rakoniewice - obszar wiejski (5)";9636;
3005053;"Wielichowo (3)";6670;
3005054;"Wielichowo - miasto (4)";1648;
3005055;"Wielichowo - obszar wiejski (5)";5022;
3006000;"Powiat jarociński";69540;
3006013;"Jaraczewo (3)";7544;
3006014;"Jaraczewo - miasto (4)";1374;
3006015;"Jaraczewo - obszar wiejski (5)";6170;
3006023;"Jarocin (3)";45434;
3006024;"Jarocin - miasto (4)";26291;
3006025;"Jarocin - obszar wiejski (5)";19143;
3006032;"Kotlin (2)";6881;
3006043;"Żerków (3)";9681;
3006044;"Żerków - miasto (4)";2069;
3006045;"Żerków - obszar wiejski (5)";7612;
3007000;"Powiat kaliski";81950;
3007012;"Blizanów (2)";10058;
3007022;"Brzeziny (2)";5725;
3007032;"Ceków-Kolonia (2)";4708;
3007042;"Godziesze Wielkie (2)";10195;
3007053;"Koźminek (3)";7291;
3007054;"Koźminek - miasto (4)";1815;
3007055;"Koźminek - obszar wiejski (5)";5476;
3007062;"Lisków (2)";5072;
3007072;"Mycielin (2)";4623;
3007083;"Opatówek (3)";10603;
3007084;"Opatówek - miasto (4)";3481;
3007085;"Opatówek - obszar wiejski (5)";7122;
3007093;"Stawiszyn (3)";6571;
3007094;"Stawiszyn - miasto (4)";1353;
3007095;"Stawiszyn - obszar wiejski (5)";5218;
3007102;"Szczytniki (2)";7524;
3007112;"Żelazków (2)";9580;
3008000;"Powiat kępiński";55762;
3008012;"Baranów (2)";8289;
3008022;"Bralin (2)";6121;
3008033;"Kępno (3)";24040;
3008034;"Kępno - miasto (4)";13395;
3008035;"Kępno - obszar wiejski (5)";10645;
3008042;"Łęka Opatowska (2)";5129;
3008052;"Perzów (2)";3750;
3008063;"Rychtal (3)";3543;
3008064;"Rychtal - miasto (4)";1325;
3008065;"Rychtal - obszar wiejski (5)";2218;
3008072;"Trzcinica (2)";4890;
3009000;"Powiat kolski";80743;
3009011;"Koło (1)";19078;
3009022;"Babiak (2)";7236;
3009032;"Chodów (2)";2762;
3009043;"Dąbie (3)";5637;
3009044;"Dąbie - miasto (4)";1678;
3009045;"Dąbie - obszar wiejski (5)";3959;
3009052;"Grzegorzew (2)";5328;
3009063;"Kłodawa (3)";11699;
3009064;"Kłodawa - miasto (4)";5775;
3009065;"Kłodawa - obszar wiejski (5)";5924;
3009072;"Koło (2)";7996;
3009082;"Kościelec (2)";6784;
3009092;"Olszówka (2)";4093;
3009102;"Osiek Mały (2)";6288;
3009113;"Przedecz (3)";3842;
3009114;"Przedecz - miasto (4)";1493;
3009115;"Przedecz - obszar wiejski (5)";2349;
3010000;"Powiat koniński";128469;
3010013;"Golina (3)";12373;
3010014;"Golina - miasto (4)";4237;
3010015;"Golina - obszar wiejski (5)";8136;
3010022;"Grodziec (2)";4910;
3010032;"Kazimierz Biskupi (2)";11515;
3010043;"Kleczew (3)";9531;
3010044;"Kleczew - miasto (4)";3815;
3010045;"Kleczew - obszar wiejski (5)";5716;
3010052;"Kramsk (2)";11616;
3010062;"Krzymów (2)";8282;
3010073;"Rychwał (3)";7971;
3010074;"Rychwał - miasto (4)";2371;
3010075;"Rychwał - obszar wiejski (5)";5600;
3010082;"Rzgów (2)";7108;
3010092;"Skulsk (2)";5672;
3010103;"Sompolno (3)";10010;
3010104;"Sompolno - miasto (4)";3306;
3010105;"Sompolno - obszar wiejski (5)";6704;
3010112;"Stare Miasto (2)";12986;
3010123;"Ślesin (3)";13863;
3010124;"Ślesin - miasto (4)";3076;
3010125;"Ślesin - obszar wiejski (5)";10787;
3010132;"Wierzbinek (2)";6888;
3010142;"Wilczyn (2)";5744;
3011000;"Powiat kościański";76875;
3011011;"Kościan (1)";23110;
3011023;"Czempiń (3)";11442;
3011024;"Czempiń - miasto (4)";5072;
3011025;"Czempiń - obszar wiejski (5)";6370;
3011032;"Kościan (2)";15884;
3011043;"Krzywiń (3)";9441;
3011044;"Krzywiń - miasto (4)";1652;
3011045;"Krzywiń - obszar wiejski (5)";7789;
3011053;"Śmigiel (3)";16998;
3011054;"Śmigiel - miasto (4)";5592;
3011055;"Śmigiel - obszar wiejski (5)";11406;
3012000;"Powiat krotoszyński";74463;
3012011;"Sulmierzyce (1)";2708;
3012023;"Kobylin (3)";7643;
3012024;"Kobylin - miasto (4)";3195;
3012025;"Kobylin - obszar wiejski (5)";4448;
3012033;"Koźmin Wielkopolski (3)";12423;
3012034;"Koźmin Wielkopolski - miasto (4)";6047;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6376;
3012043;"Krotoszyn (3)";39227;
3012044;"Krotoszyn - miasto (4)";28005;
3012045;"Krotoszyn - obszar wiejski (5)";11222;
3012052;"Rozdrażew (2)";4893;
3012063;"Zduny (3)";7569;
3012064;"Zduny - miasto (4)";4259;
3012065;"Zduny - obszar wiejski (5)";3310;
3013000;"Powiat leszczyński";60562;
3013012;"Krzemieniewo (2)";7724;
3013022;"Lipno (2)";10171;
3013033;"Osieczna (3)";9351;
3013034;"Osieczna - miasto (4)";2434;
3013035;"Osieczna - obszar wiejski (5)";6917;
3013043;"Rydzyna (3)";10706;
3013044;"Rydzyna - miasto (4)";2867;
3013045;"Rydzyna - obszar wiejski (5)";7839;
3013052;"Święciechowa (2)";8863;
3013062;"Wijewo (2)";3755;
3013072;"Włoszakowice (2)";9992;
3014000;"Powiat międzychodzki";35485;
3014012;"Chrzypsko Wielkie (2)";3177;
3014022;"Kwilcz (2)";6078;
3014033;"Międzychód (3)";17774;
3014034;"Międzychód - miasto (4)";9888;
3014035;"Międzychód - obszar wiejski (5)";7886;
3014043;"Sieraków (3)";8456;
3014044;"Sieraków - miasto (4)";5771;
3014045;"Sieraków - obszar wiejski (5)";2685;
3015000;"Powiat nowotomyski";75015;
3015012;"Kuślin (2)";5098;
3015023;"Lwówek (3)";8646;
3015024;"Lwówek - miasto (4)";2904;
3015025;"Lwówek - obszar wiejski (5)";5742;
3015032;"Miedzichowo (2)";3900;
3015043;"Nowy Tomyśl (3)";27837;
3015044;"Nowy Tomyśl - miasto (4)";13404;
3015045;"Nowy Tomyśl - obszar wiejski (5)";14433;
3015053;"Opalenica (3)";15845;
3015054;"Opalenica - miasto (4)";9203;
3015055;"Opalenica - obszar wiejski (5)";6642;
3015063;"Zbąszyń (3)";13689;
3015064;"Zbąszyń - miasto (4)";7006;
3015065;"Zbąszyń - obszar wiejski (5)";6683;
3016000;"Powiat obornicki";58657;
3016013;"Oborniki (3)";34009;
3016014;"Oborniki - miasto (4)";17087;
3016015;"Oborniki - obszar wiejski (5)";16922;
3016023;"Rogoźno (3)";17901;
3016024;"Rogoźno - miasto (4)";10694;
3016025;"Rogoźno - obszar wiejski (5)";7207;
3016032;"Ryczywół (2)";6747;
3017000;"Powiat ostrowski";157734;
3017011;"Ostrów Wielkopolski (1)";68637;
3017023;"Nowe Skalmierzyce (3)";16011;
3017024;"Nowe Skalmierzyce - miasto (4)";4546;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";11465;
3017033;"Odolanów (3)";14434;
3017034;"Odolanów - miasto (4)";4909;
3017035;"Odolanów - obszar wiejski (5)";9525;
3017042;"Ostrów Wielkopolski (2)";19448;
3017052;"Przygodzice (2)";12412;
3017063;"Raszków (3)";11388;
3017064;"Raszków - miasto (4)";2079;
3017065;"Raszków - obszar wiejski (5)";9309;
3017072;"Sieroszewice (2)";9251;
3017082;"Sośnie (2)";6153;
3018000;"Powiat ostrzeszowski";54319;
3018012;"Czajków (2)";2432;
3018022;"Doruchów (2)";5034;
3018033;"Grabów nad Prosną (3)";7706;
3018034;"Grabów nad Prosną - miasto (4)";1903;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5803;
3018042;"Kobyla Góra (2)";6262;
3018052;"Kraszewice (2)";3518;
3018063;"Mikstat (3)";5767;
3018064;"Mikstat - miasto (4)";1669;
3018065;"Mikstat - obszar wiejski (5)";4098;
3018073;"Ostrzeszów (3)";23600;
3018074;"Ostrzeszów - miasto (4)";13451;
3018075;"Ostrzeszów - obszar wiejski (5)";10149;
3019000;"Powiat pilski";129629;
3019011;"Piła (1)";69383;
3019022;"Białośliwie (2)";4532;
3019033;"Kaczory (3)";7429;
3019034;"Kaczory - miasto (4)";2756;
3019035;"Kaczory - obszar wiejski (5)";4673;
3019043;"Łobżenica (3)";8932;
3019044;"Łobżenica - miasto (4)";2747;
3019045;"Łobżenica - obszar wiejski (5)";6185;
3019053;"Miasteczko Krajeńskie (3)";3025;
3019054;"Miasteczko Krajeńskie - miasto (4)";1063;
3019055;"Miasteczko Krajeńskie - obszar wiejski (5)";1962;
3019062;"Szydłowo (2)";9885;
3019073;"Ujście (3)";7527;
3019074;"Ujście - miasto (4)";3310;
3019075;"Ujście - obszar wiejski (5)";4217;
3019083;"Wyrzysk (3)";12939;
3019084;"Wyrzysk - miasto (4)";5063;
3019085;"Wyrzysk - obszar wiejski (5)";7876;
3019093;"Wysoka (3)";5977;
3019094;"Wysoka - miasto (4)";2480;
3019095;"Wysoka - obszar wiejski (5)";3497;
3020000;"Powiat pleszewski";60871;
3020013;"Chocz (3)";4342;
3020014;"Chocz - miasto (4)";1609;
3020015;"Chocz - obszar wiejski (5)";2733;
3020022;"Czermin (2)";4777;
3020033;"Dobrzyca (3)";7542;
3020034;"Dobrzyca - miasto (4)";2906;
3020035;"Dobrzyca - obszar wiejski (5)";4636;
3020042;"Gizałki (2)";4393;
3020052;"Gołuchów (2)";11023;
3020063;"Pleszew (3)";28794;
3020064;"Pleszew - miasto (4)";16499;
3020065;"Pleszew - obszar wiejski (5)";12295;
3021000;"Powiat poznański";454283;
3021011;"Luboń (1)";32829;
3021021;"Puszczykowo (1)";9190;
3021033;"Buk (3)";12948;
3021034;"Buk - miasto (4)";5471;
3021035;"Buk - obszar wiejski (5)";7477;
3021042;"Czerwonak (2)";28194;
3021052;"Dopiewo (2)";36602;
3021062;"Kleszczewo (2)";12028;
3021072;"Komorniki (2)";37073;
3021083;"Kostrzyn (3)";20612;
3021084;"Kostrzyn - miasto (4)";9851;
3021085;"Kostrzyn - obszar wiejski (5)";10761;
3021093;"Kórnik (3)";37858;
3021094;"Kórnik - miasto (4)";8110;
3021095;"Kórnik - obszar wiejski (5)";29748;
3021103;"Mosina (3)";35714;
3021104;"Mosina - miasto (4)";14493;
3021105;"Mosina - obszar wiejski (5)";21221;
3021113;"Murowana Goślina (3)";17054;
3021114;"Murowana Goślina - miasto (4)";10260;
3021115;"Murowana Goślina - obszar wiejski (5)";6794;
3021123;"Pobiedziska (3)";21470;
3021124;"Pobiedziska - miasto (4)";9899;
3021125;"Pobiedziska - obszar wiejski (5)";11571;
3021132;"Rokietnica (2)";24824;
3021143;"Stęszew (3)";15560;
3021144;"Stęszew - miasto (4)";5857;
3021145;"Stęszew - obszar wiejski (5)";9703;
3021152;"Suchy Las (2)";21021;
3021163;"Swarzędz (3)";57070;
3021164;"Swarzędz - miasto (4)";27934;
3021165;"Swarzędz - obszar wiejski (5)";29136;
3021172;"Tarnowo Podgórne (2)";34236;
3022000;"Powiat rawicki";58338;
3022013;"Bojanowo (3)";8128;
3022014;"Bojanowo - miasto (4)";2782;
3022015;"Bojanowo - obszar wiejski (5)";5346;
3022023;"Jutrosin (3)";6867;
3022024;"Jutrosin - miasto (4)";1839;
3022025;"Jutrosin - obszar wiejski (5)";5028;
3022033;"Miejska Górka (3)";8731;
3022034;"Miejska Górka - miasto (4)";3029;
3022035;"Miejska Górka - obszar wiejski (5)";5702;
3022042;"Pakosław (2)";4780;
3022053;"Rawicz (3)";29832;
3022054;"Rawicz - miasto (4)";19482;
3022055;"Rawicz - obszar wiejski (5)";10350;
3023000;"Powiat słupecki";56994;
3023011;"Słupca (1)";12802;
3023022;"Lądek (2)";5421;
3023032;"Orchowo (2)";3566;
3023042;"Ostrowite (2)";4728;
3023052;"Powidz (2)";2219;
3023062;"Słupca (2)";9988;
3023072;"Strzałkowo (2)";9875;
3023083;"Zagórów (3)";8395;
3023084;"Zagórów - miasto (4)";2712;
3023085;"Zagórów - obszar wiejski (5)";5683;
3024000;"Powiat szamotulski";91631;
3024011;"Obrzycko (1)";2383;
3024022;"Duszniki (2)";9669;
3024032;"Kaźmierz (2)";9582;
3024042;"Obrzycko (2)";4417;
3024053;"Ostroróg (3)";4741;
3024054;"Ostroróg - miasto (4)";1821;
3024055;"Ostroróg - obszar wiejski (5)";2920;
3024063;"Pniewy (3)";12302;
3024064;"Pniewy - miasto (4)";8039;
3024065;"Pniewy - obszar wiejski (5)";4263;
3024073;"Szamotuły (3)";29928;
3024074;"Szamotuły - miasto (4)";18053;
3024075;"Szamotuły - obszar wiejski (5)";11875;
3024083;"Wronki (3)";18609;
3024084;"Wronki - miasto (4)";10382;
3024085;"Wronki - obszar wiejski (5)";8227;
3025000;"Powiat średzki";60058;
3025012;"Dominowo (2)";3485;
3025022;"Krzykosy (2)";7408;
3025032;"Nowe Miasto nad Wartą (2)";8504;
3025043;"Środa Wielkopolska (3)";33696;
3025044;"Środa Wielkopolska - miasto (4)";24312;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9384;
